id,file_path,speech,class
aew_a0570,aew\arctic_a0570.wav,Behind him lay the thousand-years-long road across all Siberia and Russia.,aew
aew_b0315,aew\arctic_b0315.wav,And this was their sole conversation throughout the meal.,aew
aew_b0018,aew\arctic_b0018.wav,I was completely lost in my work.,aew
aew_a0124,aew\arctic_a0124.wav,It was Jeanne singing softly over beyond the rocks.,aew
aew_a0046,aew\arctic_a0046.wav,"The girl faced him, her eyes shining with sudden fear.",aew
aew_b0402,aew\arctic_b0402.wav,An altruistic act is an act performed for the welfare of others.,aew
aew_b0509,aew\arctic_b0509.wav,He had fulfilled his duty and paid properly.,aew
aew_b0343,aew\arctic_b0343.wav,But how are you going to do it.,aew
aew_a0066,aew\arctic_a0066.wav,He saw Jeanne falter for a moment.,aew
aew_b0176,aew\arctic_b0176.wav,I'll see to poor Hughie.,aew
aew_a0345,aew\arctic_a0345.wav,She was trying to pass the apron string around him.,aew
aew_a0451,aew\arctic_a0451.wav,I noticed blood spouting from Kerfoot's left hand.,aew
aew_b0280,aew\arctic_b0280.wav,"Again the girls applauded, and Mrs Hall cried.",aew
aew_b0126,aew\arctic_b0126.wav,Blood was oozing slowly from the wounded man's right breast.,aew
aew_a0102,aew\arctic_a0102.wav,He will follow us soon.,aew
aew_a0324,aew\arctic_a0324.wav,It was not Red-Eye's way to forego revenge so easily.,aew
aew_a0370,aew\arctic_a0370.wav,He saw all men in the business game doing this.,aew
aew_a0190,aew\arctic_a0190.wav,Next to them the Canada jays were most persistent.,aew
aew_b0001,aew\arctic_b0001.wav,"Gad, do I remember it.",aew
aew_b0273,aew\arctic_b0273.wav,Then it was that a strange thing happened.,aew
aew_b0352,aew\arctic_b0352.wav,Now just what do you want to know.,aew
aew_a0415,aew\arctic_a0415.wav,It lasted as a deterrent for two days.,aew
aew_b0398,aew\arctic_b0398.wav,"I have been robbed, sir, I amended.",aew
aew_b0241,aew\arctic_b0241.wav,The women they carried away with them to the Big Valley.,aew
aew_b0184,aew\arctic_b0184.wav,Such things in her brain were like so many oaths on her lips.,aew
aew_a0213,aew\arctic_a0213.wav,Between him and the beach was the cane-grass fence of the compound.,aew
aew_a0342,aew\arctic_a0342.wav,"Seventeen, no, eighteen days ago.",aew
aew_a0320,aew\arctic_a0320.wav,With my strength I slammed it full into Red-Eye's face.,aew
aew_a0362,aew\arctic_a0362.wav,"Nope, not the slightest idea.",aew
aew_b0448,aew\arctic_b0448.wav,Sandel would never become a world champion.,aew
aew_b0337,aew\arctic_b0337.wav,Here he got a fresh thrill.,aew
aew_b0527,aew\arctic_b0527.wav,The very idea of it was preposterous.,aew
aew_a0262,aew\arctic_a0262.wav,They wouldn't be sweeping a big vessel like the Martha.,aew
aew_a0150,aew\arctic_a0150.wav,"Goodbye, Pierre, he shouted.",aew
aew_a0358,aew\arctic_a0358.wav,"They continued valiantly to lie, but the truth continued to outrun them.",aew
aew_a0279,aew\arctic_a0279.wav,She said with chattering teeth.,aew
aew_b0404,aew\arctic_b0404.wav,"Yes, and no, sir, was the slow reply.",aew
aew_a0192,aew\arctic_a0192.wav,He did not rush in.,aew
aew_a0264,aew\arctic_a0264.wav,"And I hope you've got plenty of chain out, Captain Young.",aew
aew_b0094,aew\arctic_b0094.wav,And yet if she came he had no words to say.,aew
aew_b0521,aew\arctic_b0521.wav,"And he thought of Oona, and of her words.",aew
aew_b0340,aew\arctic_b0340.wav,These quick little joys of hers were sources of joy to him.,aew
aew_a0106,aew\arctic_a0106.wav,The emotion which she had suppressed burst forth now in a choking sob.,aew
aew_b0412,aew\arctic_b0412.wav,"Ah, it was sweet in my ears.",aew
aew_a0334,aew\arctic_a0334.wav,He'll knock you off a few sticks in no time.,aew
aew_b0101,aew\arctic_b0101.wav,"You're a devil for fighting, and will surely win.",aew
aew_b0353,aew\arctic_b0353.wav,I want to know how all this is possible.,aew
aew_a0062,aew\arctic_a0062.wav,The men stared into each other's face.,aew
aew_b0453,aew\arctic_b0453.wav,"Isaac Ford, the austere soldier of the Lord, the old hypocrite.",aew
aew_a0185,aew\arctic_a0185.wav,The questions may have come vaguely in his mind.,aew
aew_a0067,aew\arctic_a0067.wav,"Surely I will excuse you, she cried.",aew
aew_a0329,aew\arctic_a0329.wav,"Ah, indeed.",aew
aew_a0445,aew\arctic_a0445.wav,"The creative joy, I murmured.",aew
aew_b0295,aew\arctic_b0295.wav,"All right, Sir, replied Jock with great regret.",aew
aew_a0127,aew\arctic_a0127.wav,"It was a temptation, but he resisted it.",aew
aew_a0416,aew\arctic_a0416.wav,The added weight had a velocity of fifteen miles per hour.,aew
aew_a0380,aew\arctic_a0380.wav,But in the canyons water was plentiful and also a luxuriant forest growth.,aew
aew_b0324,aew\arctic_b0324.wav,Not till the twentieth of May did the river break.,aew
aew_b0528,aew\arctic_b0528.wav,Captain Doane's orders were swiftly obeyed.,aew
aew_b0115,aew\arctic_b0115.wav,For two hours not a word passed between them.,aew
aew_b0490,aew\arctic_b0490.wav,What an excited whispering and conferring took place.,aew
aew_a0148,aew\arctic_a0148.wav,Now these things had been struck dead within him.,aew
aew_a0406,aew\arctic_a0406.wav,And that was the last of Francois and Perrault.,aew
aew_a0008,aew\arctic_a0008.wav,"Gad, your letter came just in time.",aew
aew_b0211,aew\arctic_b0211.wav,This is eighteen eighty.,aew
aew_b0110,aew\arctic_b0110.wav,"Such men believe, when they come together.",aew
aew_b0498,aew\arctic_b0498.wav,"I remembered the red wine of the Italian rancho, and shuddered inwardly.",aew
aew_b0385,aew\arctic_b0385.wav,Last night he showed all the symptoms of coming down with pneumonia.,aew
aew_b0067,aew\arctic_b0067.wav,Below him the shadow was broken into a pool of rippling starlight.,aew
aew_a0350,aew\arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing.,aew
aew_a0189,aew\arctic_a0189.wav,"The big-eyed, clucking moose-birds were most annoying.",aew
aew_a0377,aew\arctic_a0377.wav,This sound did not disturb the hush and awe of the place.,aew
aew_a0555,aew\arctic_a0555.wav,Jerry was so secure in his nook that he did not roll away.,aew
aew_a0479,aew\arctic_a0479.wav,"I tried to read George Moore last night, and was dreadfully bored.",aew
aew_a0593,aew\arctic_a0593.wav,She'd make a good wife for the cashier.,aew
aew_b0220,aew\arctic_b0220.wav,"Harry Bancroft, Dave lied.",aew
aew_a0434,aew\arctic_a0434.wav,A half a case of tobacco was worth three pounds.,aew
aew_a0246,aew\arctic_a0246.wav,You have heard always how he was the lover of the Princess Naomi.,aew
aew_b0269,aew\arctic_b0269.wav,Why not like any railroad station or ferry depot.,aew
aew_b0167,aew\arctic_b0167.wav,"A little before dawn of the day following, the fire relief came.",aew
aew_b0445,aew\arctic_b0445.wav,"Mops, sir, eagerly answered the sailor at the wheel.",aew
aew_a0198,aew\arctic_a0198.wav,Sometimes her dreams were filled with visions.,aew
aew_b0161,aew\arctic_b0161.wav,"In a flash he was on his feet, facing him.",aew
aew_a0223,aew\arctic_a0223.wav,"My, I'm almost homesick for it already.",aew
aew_b0031,aew\arctic_b0031.wav,Gregson had seated himself under the lamp and was sharpening a pencil.,aew
aew_b0344,aew\arctic_b0344.wav,Lots of men take women buggy riding.,aew
aew_a0202,aew\arctic_a0202.wav,"She turned, fearing that Jacques might see what was in her face.",aew
aew_a0331,aew\arctic_a0331.wav,Poor little Crooked-Leg was terribly scared.,aew
aew_b0307,aew\arctic_b0307.wav,"We got few vegetables and fruits, and became fish eaters.",aew
aew_b0043,aew\arctic_b0043.wav,It won't be for sale.,aew
aew_a0055,aew\arctic_a0055.wav,"Philip stood undecided, his ears strained to catch the slightest sound.",aew
aew_b0089,aew\arctic_b0089.wav,Her beautiful hair was done up in shining coils.,aew
aew_b0218,aew\arctic_b0218.wav,The issue was not in doubt.,aew
aew_a0234,aew\arctic_a0234.wav,"Why, the average review is more nauseating than cod liver oil.",aew
aew_a0244,aew\arctic_a0244.wav,He was the soul of devotion to his employers.,aew
aew_b0501,aew\arctic_b0501.wav,"And wherever I ranged, the way lay along alcohol-drenched roads.",aew
aew_b0354,aew\arctic_b0354.wav,It's that much junk.,aew
aew_a0373,aew\arctic_a0373.wav,"Points of view, new ideas, life.",aew
aew_b0517,aew\arctic_b0517.wav,Eggshell is not good to eat.,aew
aew_b0265,aew\arctic_b0265.wav,I was not to cry out in the face of fear.,aew
aew_b0055,aew\arctic_b0055.wav,"She was even more beautiful than when I saw her, before.",aew
aew_a0396,aew\arctic_a0396.wav,A rising tide of fat had submerged them.,aew
aew_a0333,aew\arctic_a0333.wav,This is no place for you.,aew
aew_a0433,aew\arctic_a0433.wav,"To her the bridge was tambo, which is the native for taboo.",aew
aew_a0297,aew\arctic_a0297.wav,There's a big English general right now whose name is Roberts.,aew
aew_b0378,aew\arctic_b0378.wav,I like to speculate upon the glorious future of man.,aew
aew_a0317,aew\arctic_a0317.wav,He was a wise hyena.,aew
aew_a0337,aew\arctic_a0337.wav,"Encouraged by my conduct, Big-Face became a sudden ally.",aew
aew_b0410,aew\arctic_b0410.wav,Have you ever earned a dollar by your own labour.,aew
aew_b0350,aew\arctic_b0350.wav,Stand off butcher and baker and all the rest.,aew
aew_b0141,aew\arctic_b0141.wav,It was beating and waiting in the ambush of those black pits.,aew
aew_a0357,aew\arctic_a0357.wav,"A month passed by, and Bonanza Creek remained quiet.",aew
aew_b0216,aew\arctic_b0216.wav,"I wish you were more adaptable, Joan retorted.",aew
aew_a0541,aew\arctic_a0541.wav,The Warden with a quart of champagne.,aew
aew_a0123,aew\arctic_a0123.wav,She had died from cold and starvation.,aew
aew_a0294,aew\arctic_a0294.wav,He had been foiled in his attempt to escape.,aew
aew_b0086,aew\arctic_b0086.wav,He can care for himself.,aew
aew_b0072,aew\arctic_b0072.wav,"Then he hastened on, as Pierre had guided him.",aew
aew_a0476,aew\arctic_a0476.wav,At this moment I felt a stir at my shoulder.,aew
aew_b0255,aew\arctic_b0255.wav,"Then, again, Tudor had such an irritating way about him.",aew
aew_a0452,aew\arctic_a0452.wav,"Three oilers and a fourth engineer, was his greeting.",aew
aew_a0199,aew\arctic_a0199.wav,Thus had the raw wilderness prepared him for this day.,aew
aew_a0159,aew\arctic_a0159.wav,They look as though he had been drumming a piano all his life.,aew
aew_b0336,aew\arctic_b0336.wav,"How old are you, mother.",aew
aew_a0310,aew\arctic_a0310.wav,"Massage under tension, was the cryptic reply.",aew
aew_b0137,aew\arctic_b0137.wav,But this little defect did not worry him.,aew
aew_a0323,aew\arctic_a0323.wav,He considered the victory already his and stepped forward to the meat.,aew
aew_b0006,aew\arctic_b0006.wav,He seized Gregson by the arm and led him to the door.,aew
aew_a0305,aew\arctic_a0305.wav,"They had no fixed values, to be altered by adjectives and adverbs.",aew
aew_a0197,aew\arctic_a0197.wav,"Such a dog the wise driver kills, or turns loose.",aew
aew_b0473,aew\arctic_b0473.wav,Then there was the campaign.,aew
aew_a0327,aew\arctic_a0327.wav,"They were less stooped than we, less springy in their movements.",aew
aew_b0266,aew\arctic_b0266.wav,And now put yourself in my place for a moment.,aew
aew_a0254,aew\arctic_a0254.wav,"Straight out they swam, their heads growing smaller and smaller.",aew
aew_b0037,aew\arctic_b0037.wav,Philip knew that she was not an Indian.,aew
aew_a0015,aew\arctic_a0015.wav,It's the aurora borealis.,aew
aew_a0125,aew\arctic_a0125.wav,He was determined now to maintain a more certain hold upon himself.,aew
aew_a0314,aew\arctic_a0314.wav,Thus was momentum gained in the Younger World.,aew
aew_b0305,aew\arctic_b0305.wav,It was our river emerging like ourselves from the great swamp.,aew
aew_a0122,aew\arctic_a0122.wav,Two years ago I gave up civilization for this.,aew
aew_b0393,aew\arctic_b0393.wav,I was still weak from my prolonged immersion.,aew
aew_b0021,aew\arctic_b0021.wav,Philip dropped back into his chair.,aew
aew_b0205,aew\arctic_b0205.wav,You were destroying my life.,aew
aew_b0469,aew\arctic_b0469.wav,Very few people knew of the existence of this law.,aew
aew_b0499,aew\arctic_b0499.wav,"I said, and dismissed the matter as not worth thinking about.",aew
aew_a0534,aew\arctic_a0534.wav,"But Johannes could, and did.",aew
aew_a0492,aew\arctic_a0492.wav,Burnt out like the crater of a volcano.,aew
aew_a0219,aew\arctic_a0219.wav,At first he puzzled over something untoward he was sure had happened.,aew
aew_a0525,aew\arctic_a0525.wav,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",aew
aew_b0239,aew\arctic_b0239.wav,And there was a dog that barked.,aew
aew_b0452,aew\arctic_b0452.wav,They saw each other for the first time in Boston.,aew
aew_a0454,aew\arctic_a0454.wav,The sharp voice of Wolf Larsen aroused me.,aew
aew_a0111,aew\arctic_a0111.wav,"Instead, he joined her; and they ate like two hungry children.",aew
aew_a0530,aew\arctic_a0530.wav,"Ask him, I laughed, then turned to Pasquini.",aew
aew_b0261,aew\arctic_b0261.wav,And he did hurt my arm.,aew
aew_a0143,aew\arctic_a0143.wav,"Ah, I had forgotten, he exclaimed.",aew
aew_a0121,aew\arctic_a0121.wav,"They ate dinner at the fifth, and rested for two hours.",aew
aew_b0497,aew\arctic_b0497.wav,One great drawback to farming in California is our long dry summer.,aew
aew_b0153,aew\arctic_b0153.wav,He was a pariah; a wanderer without a friend or a home.,aew
aew_a0435,aew\arctic_a0435.wav,What do you mean by this outrageous conduct.,aew
aew_a0047,aew\arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf-dog.,aew
aew_b0518,aew\arctic_b0518.wav,But there was also talk of witchcraft in the village.,aew
aew_b0085,aew\arctic_b0085.wav,Her eyes smiled truth at him as he came up the bank.,aew
aew_a0286,aew\arctic_a0286.wav,Give them their choice between a fine or an official whipping.,aew
aew_b0214,aew\arctic_b0214.wav,Let us talk it over and find a way out.,aew
aew_a0527,aew\arctic_a0527.wav,The lush vegetation of that sheltered spot make a natural shield.,aew
aew_b0082,aew\arctic_b0082.wav,"He bit his tongue, and cursed himself at this fresh break.",aew
aew_b0326,aew\arctic_b0326.wav,Our Mr Howison will call upon you at your hotel.,aew
aew_b0204,aew\arctic_b0204.wav,Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.,aew
aew_a0421,aew\arctic_a0421.wav,"By golly, the boy wins.",aew
aew_b0029,aew\arctic_b0029.wav,All operations have been carried on from Montreal and Toronto.,aew
aew_a0462,aew\arctic_a0462.wav,But she swung obediently on her heel into the wind.,aew
aew_a0529,aew\arctic_a0529.wav,"As I say, he had tapped the message very rapidly.",aew
aew_a0471,aew\arctic_a0471.wav,I saw Mr Pike nod his head grimly and sarcastically.,aew
aew_b0209,aew\arctic_b0209.wav,"He's terribly touchy about his black wards, as he calls them.",aew
aew_a0069,aew\arctic_a0069.wav,It was his intention to return to Eileen and her father.,aew
aew_b0187,aew\arctic_b0187.wav,Her achievements with cocoanuts were a revelation.,aew
aew_a0367,aew\arctic_a0367.wav,"There is not an iota of truth in it, certainly not.",aew
aew_b0345,aew\arctic_b0345.wav,"Daylight made no answer, and the door closed behind him.",aew
aew_b0056,aew\arctic_b0056.wav,"I'll give a thousand if you produce her, retorted Gregson.",aew
aew_b0472,aew\arctic_b0472.wav,Ernest saw in the affair the most sinister import.,aew
aew_a0166,aew\arctic_a0166.wav,Two days ago Jeanne learned where her father's men were hiding.,aew
aew_b0188,aew\arctic_b0188.wav,"He glanced down at her helplessly, and moistened his lips.",aew
aew_b0299,aew\arctic_b0299.wav,Miss Brodie's smile was slightly sarcastic.,aew
aew_b0003,aew\arctic_b0003.wav,I can see that knife now.,aew
aew_a0099,aew\arctic_a0099.wav,A maddening joy pounded in his brain.,aew
aew_a0463,aew\arctic_a0463.wav,"They are his tongue, by which he makes his knowledge articulate.",aew
aew_a0241,aew\arctic_a0241.wav,I think it's much nicer to quarrel.,aew
aew_a0344,aew\arctic_a0344.wav,He seemed to fill it with his tremendous vitality.,aew
aew_b0075,aew\arctic_b0075.wav,"In that case he could not miss them, if he used caution.",aew
aew_b0524,aew\arctic_b0524.wav,"So far as flags were concerned, they were beyond all jurisdiction.",aew
aew_b0136,aew\arctic_b0136.wav,Swiftly his eyes measured the situation.,aew
aew_a0218,aew\arctic_a0218.wav,The ringing of the big bell aroused him.,aew
aew_a0096,aew\arctic_a0096.wav,Perhaps she had already met her fate a little deeper in the forest.,aew
aew_a0498,aew\arctic_a0498.wav,The lines were now very taut.,aew
aew_a0236,aew\arctic_a0236.wav,Don't you see I hate you.,aew
aew_a0094,aew\arctic_a0094.wav,He had barely entered this when he saw the glow of a fire.,aew
aew_b0375,aew\arctic_b0375.wav,Man could not conquer them.,aew
aew_a0419,aew\arctic_a0419.wav,The Portuguese boy passed the Hawaiian.,aew
aew_a0085,aew\arctic_a0085.wav,A trickle of fresh blood ran over his face.,aew
aew_b0444,aew\arctic_b0444.wav,He did not know what went on in the minds of his superiors.,aew
aew_b0118,aew\arctic_b0118.wav,"We saw your light, and thought you wouldn't mind a call.",aew
aew_a0404,aew\arctic_a0404.wav,Perrault found one with head buried in the grub box.,aew
aew_a0539,aew\arctic_a0539.wav,I should like to engage just for one whole life in that.,aew
aew_a0157,aew\arctic_a0157.wav,"He had worshiped her, as Dante might have worshiped Beatrice.",aew
aew_b0170,aew\arctic_b0170.wav,"Then he shouted, Shut up.",aew
aew_b0512,aew\arctic_b0512.wav,You should have seen them when they heard me spitting Chinook.,aew
aew_a0174,aew\arctic_a0174.wav,They were the presage of storm.,aew
aew_a0028,aew\arctic_a0028.wav,"Robbery, bribery, fraud,",aew
aew_b0458,aew\arctic_b0458.wav,"The history of the eighteenth century is written, Ernest prompted.",aew
aew_a0276,aew\arctic_a0276.wav,Oolong Atoll was one hundred and forty miles in circumference.,aew
aew_b0093,aew\arctic_b0093.wav,Darkness hid him from Jeanne.,aew
aew_b0482,aew\arctic_b0482.wav,Many other similar disconcerting omissions will be noticed in the Manuscript.,aew
aew_b0011,aew\arctic_b0011.wav,His eyes never took themselves for an instant from his companion's face.,aew
aew_a0587,aew\arctic_a0587.wav,He had comparatively no advantages at first.,aew
aew_a0456,aew\arctic_a0456.wav,"But it won't continue, she said with easy confidence.",aew
aew_b0143,aew\arctic_b0143.wav,It took him half an hour to reach the edge of it.,aew
aew_a0191,aew\arctic_a0191.wav,For a time the exciting thrill of his adventure was gone.,aew
aew_b0414,aew\arctic_b0414.wav,It was impossible to hoist sail and claw off that shore.,aew
aew_b0254,aew\arctic_b0254.wav,At the same time spears and arrows began to fall among the invaders.,aew
aew_b0374,aew\arctic_b0374.wav,"To say the least, Captain Cook was a rather thorough going empiricist.",aew
aew_a0203,aew\arctic_a0203.wav,They were following the shore of a lake.,aew
aew_b0024,aew\arctic_b0024.wav,"It is growing, every day, every hour.",aew
aew_b0539,aew\arctic_b0539.wav,"You were making them talk shop, Ruth charged him.",aew
aew_a0225,aew\arctic_a0225.wav,I was brought up the way most girls in Hawaii are brought up.,aew
aew_a0550,aew\arctic_a0550.wav,This also became part of the daily schedule.,aew
aew_b0200,aew\arctic_b0200.wav,We leave the eventuality to time and law.,aew
aew_b0523,aew\arctic_b0523.wav,"The Russian music player, the Count, was her obedient slave.",aew
aew_a0154,aew\arctic_a0154.wav,"He was smooth-shaven, and his hair and eyes were black.",aew
aew_b0163,aew\arctic_b0163.wav,The moon had already begun its westward decline.,aew
aew_a0546,aew\arctic_a0546.wav,I lost my balance and pitched head foremost into the ooze.,aew
aew_a0115,aew\arctic_a0115.wav,He had no excuse for the feelings which were aroused in him.,aew
aew_a0173,aew\arctic_a0173.wav,The date was nearly eighteen years old.,aew
aew_a0347,aew\arctic_a0347.wav,They are greatly delighted with anything that is bright or giveth a sound.,aew
aew_a0033,aew\arctic_a0033.wav,"He unfolded a long typewritten letter, and handed it to Gregson.",aew
aew_a0484,aew\arctic_a0484.wav,No-sir-ee.,aew
aew_a0399,aew\arctic_a0399.wav,And here's another idea.,aew
aew_b0417,aew\arctic_b0417.wav,The next thing to watch out for is bed sores.,aew
aew_a0049,aew\arctic_a0049.wav,Gregson was asleep when he re-entered the cabin.,aew
aew_b0224,aew\arctic_b0224.wav,But to culture the Revolution thus far had exhausted the Junta.,aew
aew_a0325,aew\arctic_a0325.wav,Whiz-zip-bang. Lop-Ear screamed with sudden anguish.,aew
aew_b0505,aew\arctic_b0505.wav,How valiantly I went at it that first day.,aew
aew_a0155,aew\arctic_a0155.wav,"Won't you draw up, gentlemen.",aew
aew_a0091,aew\arctic_a0091.wav,His blood grew hot with rage at the thought.,aew
aew_b0313,aew\arctic_b0313.wav,The apron string loomed near and he shied like an unbroken colt.,aew
aew_b0030,aew\arctic_b0030.wav,Gregson held a lighted match until it burnt his fingertips.,aew
aew_a0572,aew\arctic_a0572.wav,I never saw anything like her in my life.,aew
aew_a0371,aew\arctic_a0371.wav,It issued a rate of forty two dollars a car on charcoal.,aew
aew_a0493,aew\arctic_a0493.wav,"The boy, O'Brien, was specially maltreated.",aew
aew_b0366,aew\arctic_b0366.wav,I forgot how easily I had taught myself from the printed page.,aew
aew_b0186,aew\arctic_b0186.wav,"I can't go elsewhere, by your own account.",aew
aew_b0290,aew\arctic_b0290.wav,"He placed his paw on one, and its movements were accelerated.",aew
aew_a0348,aew\arctic_a0348.wav,They only lifted seven hundred and fifty.,aew
aew_b0198,aew\arctic_b0198.wav,I use great trouble advisedly.,aew
aew_a0469,aew\arctic_a0469.wav,The eastern heavens were equally spectacular.,aew
aew_a0097,aew\arctic_a0097.wav,Then you can arrange yourself comfortably among these robes in the bow.,aew
aew_b0064,aew\arctic_b0064.wav,"I'm going down there with you, and I'm going to fight.",aew
aew_b0407,aew\arctic_b0407.wav,"Of course much grumbling went on, and little outbursts were continually occurring.",aew
aew_b0312,aew\arctic_b0312.wav,"Dig in; you're sure good, was Daylight's answer.",aew
aew_b0359,aew\arctic_b0359.wav,"And as never before, he was ready to obey.",aew
aew_a0513,aew\arctic_a0513.wav,We must give ourselves and not our money alone.,aew
aew_a0352,aew\arctic_a0352.wav,"I'm sure going along with you all, Elijah.",aew
aew_a0030,aew\arctic_a0030.wav,I had faith in them.,aew
aew_a0171,aew\arctic_a0171.wav,"And when you come back in a few days, bring Eileen.",aew
aew_b0519,aew\arctic_b0519.wav,"Yea, I will tell thee.",aew
aew_b0372,aew\arctic_b0372.wav,Mr McVeigh told me about him.,aew
aew_b0423,aew\arctic_b0423.wav,"Also, at regular intervals, he would mutter.",aew
aew_a0058,aew\arctic_a0058.wav,I came for information more out of curiosity than anything else.,aew
aew_b0053,aew\arctic_b0053.wav,"That is why I am, am rattled, he laughed.",aew
aew_b0465,aew\arctic_b0465.wav,But such divergence of opinion would constitute no menace to society.,aew
aew_a0470,aew\arctic_a0470.wav,He spat it out like so much venom.,aew
aew_b0164,aew\arctic_b0164.wav,They laughed like two happy children.,aew
aew_a0376,aew\arctic_a0376.wav,"Your price, my son, is just about thirty per week.",aew
aew_b0316,aew\arctic_b0316.wav,"Though the aurora still flamed, another day had begun.",aew
aew_b0342,aew\arctic_b0342.wav,Each improvement makes the value of everything else pump up.,aew
aew_b0023,aew\arctic_b0023.wav,"MacDougall, my engineer, believes it.",aew
aew_b0470,aew\arctic_b0470.wav,"The very thing, Ernest agreed.",aew
aew_b0370,aew\arctic_b0370.wav,And now behold the perversity of things.,aew
aew_a0029,aew\arctic_a0029.wav,Their forces were already moving into the north country.,aew
aew_a0170,aew\arctic_a0170.wav,There was none of the joy of meeting in his face.,aew
aew_b0341,aew\arctic_b0341.wav,I play that choice wide open to win.,aew
aew_b0432,aew\arctic_b0432.wav,"He is a candidate, rising from the serf class to our class.",aew
aew_a0196,aew\arctic_a0196.wav,He began to follow the footprints of the dog.,aew
aew_a0104,aew\arctic_a0104.wav,She was sleeping under his protection as sweetly as a child.,aew
aew_a0553,aew\arctic_a0553.wav,"I am writing these lines in Honolulu, Hawaii.",aew
aew_b0207,aew\arctic_b0207.wav,"I'm as good as a man, she urged.",aew
aew_b0178,aew\arctic_b0178.wav,"Also, I want information.",aew
aew_b0459,aew\arctic_b0459.wav,They are not biologists nor sociologists.,aew
aew_b0368,aew\arctic_b0368.wav,Please do not think that I already know it all.,aew
aew_b0194,aew\arctic_b0194.wav,"Joan cried, with shining eyes.",aew
aew_b0038,aew\arctic_b0038.wav,In her haste to get away she had forgotten these things.,aew
aew_b0155,aew\arctic_b0155.wav,His freshly caught furs he flung to the floor.,aew
aew_b0147,aew\arctic_b0147.wav,Had it struck squarely it would have killed him.,aew
aew_a0100,aew\arctic_a0100.wav,"You must sleep, he urged.",aew
aew_b0339,aew\arctic_b0339.wav,"Well, I'll be plumb gosh darned.",aew
aew_b0421,aew\arctic_b0421.wav,"She is essentially the life-giving, life-conserving female of the species.",aew
aew_a0037,aew\arctic_a0037.wav,I was the only one who remained sitting.,aew
aew_a0161,aew\arctic_a0161.wav,Take away their foreman and they wouldn't be worth their grub.,aew
aew_a0080,aew\arctic_a0080.wav,What if Jeanne failed him.,aew
aew_a0391,aew\arctic_a0391.wav,But he reconciled himself to it by an act of faith.,aew
aew_b0229,aew\arctic_b0229.wav,"I saw it all myself, and it was splendid.",aew
aew_a0186,aew\arctic_a0186.wav,Like a flash he launched himself into the feathered mass of the owl.,aew
aew_a0549,aew\arctic_a0549.wav,Do you know that we weigh every pound of coal we burn.,aew
